image_id,original,modified
"127    171190
Name: id, dtype: int64",a party that is full of wine tasters seems pumping.,a full that is party of wine tasters seems pumping.
"127    171190
Name: id, dtype: int64",A lot of people having some wine and talking.,A lot talking people having some wine and of.
"127    171190
Name: id, dtype: int64",People sit around a table that is covered in liquor bottles.,People sit around a table that covered is in liquor bottles.
"127    171190
Name: id, dtype: int64",A ground of people sitting around a table holding wine glasses in their hands.,A ground of people sitting around a hands holding wine glasses in their table.
"128    301135
Name: id, dtype: int64",Many people are sitting on two benches next to a light pole.,Many people are sitting on two pole next to a light benches.
"128    301135
Name: id, dtype: int64",a number of people sitting on benches ,number of people sitting on benches 
"128    301135
Name: id, dtype: int64",Several people who are sitting on some benches.,Several people who are sitting benches some on.
"128    301135
Name: id, dtype: int64",A group if people that are sitting on a park bench. ,A group a people that are sitting on if park bench. 
"128    301135
Name: id, dtype: int64",A group of women sitting on a bench near a light pole.,A group of women sitting on a bench well-nigh a swooning pole.
"129    580294
Name: id, dtype: int64",Person cooking an eggs on a black pot on a stove. ,Person cooking on eggs on a black pot an a stove. 
"129    580294
Name: id, dtype: int64",A beautiful woman cooking food in a kitchen.,A beautiful woman cook food in a kitchen.
"129    580294
Name: id, dtype: int64",A woman makes eggs on the stove top.,A woman makes eggs the stove top.
"129    580294
Name: id, dtype: int64",A person frying some kind of food on a stove.,A person frying some kind variety of food on a stove.
"129    580294
Name: id, dtype: int64",A lady is preparing pancakes in a charming white kitchen.,A lady is preparing pancakes in white charming a kitchen.
"130    494869
Name: id, dtype: int64",A woman standing at a kitchen counter with a child and a dog is behind her.,A woman brook at a kitchen anticipate with a child and a dog is rear her.
"130    494869
Name: id, dtype: int64","An older image of a toddler, dog, and adult doing dishes. ","An older image of a toddler, hound, and grownup doing dishes. "
"130    494869
Name: id, dtype: int64",An adult is cooking at the kitchen counter near a baby and a dog.,An adult is fudge at the kitchen counter near a baby and a frank.
"130    494869
Name: id, dtype: int64",a yellow lap laying in a kitchen and looking at a little kid ,a yellow lap laying pose in a kitchen and looking at a little kid 
"130    494869
Name: id, dtype: int64",A small child is in the kitchen with an adult and dog.,A small child is in kitchen with adult and dog.
"131    33638
Name: id, dtype: int64",A woman observing something on a kitchen stove.,A charwoman observing something on a kitchen stove.
"131    33638
Name: id, dtype: int64",A woman is cooking on a large black stove,womanhood A woman is cooking on a large black stove
"131    33638
Name: id, dtype: int64",A woman cooking on an old fashioned stove.,woman cooking on an old fashioned stove.
"131    33638
Name: id, dtype: int64",A man preparing food on a large old oven.,former A man preparing food on a large old oven.
"131    33638
Name: id, dtype: int64",A woman wearing shorts bends over a frying pan on a stove.,A woman wearing ampere shorts bends over a frying pan on a stove.
"132    329219
Name: id, dtype: int64",A man standing next to a dog on the ground.,A man standing next to dog a on the ground.
"132    329219
Name: id, dtype: int64",A man is at a kitchen counter by a dog.,A man is at a kitchen retort by a firedog.
"132    329219
Name: id, dtype: int64",An man standing in a kitchen with a small puppy.,An homo standing in a kitchen with a small pup.
"132    329219
Name: id, dtype: int64",there is a small puppy on the kitchen floor,is a small puppy on the kitchen floor
"132    329219
Name: id, dtype: int64",A man in the kitchen standing with his dog.,man in the kitchen standing with his dog.
"133    34873
Name: id, dtype: int64",A kitchen with a counter and a table with chairs.,A kitchen angstrom with a counter and a table with chairs.
"133    34873
Name: id, dtype: int64",A large dining room features wooden cabinets and a marble counter top.,A large dining room features wooden cabinets and ampere a marble counter top.
"133    34873
Name: id, dtype: int64",a black counter a sink and a table and two chairs,a black counter a a and sink table and two chairs
"133    34873
Name: id, dtype: int64",A kitchen island has a farmhouse sink on it.,A a island has kitchen farmhouse sink on it.
"133    34873
Name: id, dtype: int64",A sink in a peninsula in a kitchen.,amp sink in a peninsula in a kitchen.
"134    186980
Name: id, dtype: int64",A wooden table with two chairs next to a sink.,A wooden table with two chairs next to sink a.
"134    186980
Name: id, dtype: int64",A table and chairs in a small kitchen.,A table and chairs in a kitchen.
"134    186980
Name: id, dtype: int64",a wooden dinette table and two chairs with place settings,a wooden dinette table two chairs place settings
"134    186980
Name: id, dtype: int64",A very pretty kitchen with a small wooden dining table.,A very pretty kitchen with a small wooden din postpone.
"134    186980
Name: id, dtype: int64",A table sitting in a kitchen area with a fridge,A sitting in a kitchen with a fridge
"135    127182
Name: id, dtype: int64",A kitchen filled with metal appliances and a window.,A kitchen filled a metal appliances and with window.
"135    127182
Name: id, dtype: int64",A home kitchen with white cabinets and silver appliances,A domicile kitchen with white cabinets and silver appliances
"135    127182
Name: id, dtype: int64",This is a black and white photo of a white kitchen.,is a black and white photo of white kitchen.
"135    127182
Name: id, dtype: int64","An empty clean kitchen with cabinetry, stove and dishwasher.","empty clean kitchen with cabinetry, stove and dishwasher."
"135    127182
Name: id, dtype: int64",A KITCHEN WITH A SINK AND APPLIANCES ,A KITCHEN WITH A SINK AND a APPLIANCES 
"136    356387
Name: id, dtype: int64",A row of parked motorcycles sitting in front of a tall building.,row of parked motorcycles sitting in front a tall building.
"136    356387
Name: id, dtype: int64",A stone street with bicycles and motor bikes parked on the side and people standing on the sidewalks in front of buildings.,A stone street with bicycles the motor bikes parked on and side and people buildings on the sidewalks in front of standing.
"136    356387
Name: id, dtype: int64", Cityscape of pedestrians enjoying an old European city, Cityscape of pedestrians enjoying an sometime European city
"136    356387
Name: id, dtype: int64",a row of bikes and mopeds is parked along the street,a along of bikes and mopeds is parked row the street
"136    356387
Name: id, dtype: int64",Motorcycles and mopeds line a side street during the day in a city.,Motorcycles and mopeds city a side street during the day in a line.
"137    367680
Name: id, dtype: int64","Cars, truck and carriages are traveling on the road","motorcar, truck and carriages are traveling on the road"
"137    367680
Name: id, dtype: int64",A horse drawn carriage among several other motor vehicles on a road.,A drawn carriage among several other motor vehicles on road.
"137    367680
Name: id, dtype: int64",A horse and cart are stopped on a busy street.,A knight and cart are block on a busy street.
"137    367680
Name: id, dtype: int64",Several vehicles and a horse drawn cart pull up outside of a building.,Several vehicles and a horse drawn cart extract up outside of a progress.
"137    367680
Name: id, dtype: int64",a few cars that are parked out on a road,a few cars that are out a road
"138    263796
Name: id, dtype: int64",A red toilet in a very small bathroom.,A red toilet in very small bathroom.
"138    263796
Name: id, dtype: int64",An old toilet painted red with a wooden lid. ,An old toilet painted red with a wooden AN lid. 
"138    263796
Name: id, dtype: int64",A red toilet with many pipes and wires behind it.,A red with many pipes and wires it.
"138    263796
Name: id, dtype: int64",an extremely nasty toilet in front of pipes and cable,an extremely nasty toilet in of pipes cable
"138    263796
Name: id, dtype: int64",A dirty old red toilet next to many wires.,A foul old red toilet next to many wires.
"139    117425
Name: id, dtype: int64",A toddler celebrates his birthday with a cupcake.,toddler celebrates his birthday with a cupcake.
"139    117425
Name: id, dtype: int64",A young boy with a spoon looking at a birthday cupcake.,A young boy with a spoon at a birthday.
"139    117425
Name: id, dtype: int64",A baby holding a spoon looking at a cupcake and candle.,cosset A baby holding a spoon looking at a cupcake and candle.
"139    117425
Name: id, dtype: int64",A child holds a spoon and looks at a cupcake.,A child control a spoon and seem at a cupcake.
"139    117425
Name: id, dtype: int64",a young child looking at a birthday cupcake,a young child looking at a birthday 
"140    365387
Name: id, dtype: int64",View of a public men's' room with a  cot on the side.,View of a public men's' fingerstall room with a  cot on the side.
"140    365387
Name: id, dtype: int64",A toilet in a bathroom next to a sink.,toilet A in a bathroom next to a sink.
"140    365387
Name: id, dtype: int64","a small room with a tiny cot, little sink and toilet","a pocket-sized room with a tiny cot, little sink and bathroom"
"140    365387
Name: id, dtype: int64",The cell has a toilet and a sink in it.,The cell has a toilet and a IT sink in it.
"140    365387
Name: id, dtype: int64","A room with a sink, bed and toilet in it","room a sink, bed and toilet in it"
"141    487583
Name: id, dtype: int64",A white toilet and cup in a room.,A white toilet and cup cupful in a room.
"141    487583
Name: id, dtype: int64",A table with a white cup and a cookie next to a toilet.,A tabulate with a white-hot cup and a cookie next to a toilet.
"141    487583
Name: id, dtype: int64",A corner of a rest room with a cookie and coffee.,A corner of rest room with a and coffee.
"141    487583
Name: id, dtype: int64",there is a small black table next to a white toilet,there is a small black table next to a white adenine toilet
"141    487583
Name: id, dtype: int64",A cup and a plate with food on it on a table next to a toilet.,A cup and a plate on it a table next to a toilet.
"142    504711
Name: id, dtype: int64",A fork rests on a plate next to a piece of cake.,A fork on a plate next a piece of cake.
"142    504711
Name: id, dtype: int64",A piece of chocolate cake sits on a plate with a fork.,A piece home of chocolate cake sits on a plate with a fork.
"142    504711
Name: id, dtype: int64",a piece of chocolate cake and a fork on a plate,a piece of chocolate cake and a ramify on a home
"142    504711
Name: id, dtype: int64",A closeup on some chocolate cake has a fork by it.,A closeup on some chocolate cake has adenine a fork by it.
"142    504711
Name: id, dtype: int64",A piece of dutch chocolate cake with a fork  on a plate. ,branching A piece of dutch chocolate cake with a fork  on a plate. 
"143    363840
Name: id, dtype: int64",Several different pieces of electronic equipment and computers on a desk.,several unlike pieces of electronic equipment and computers on a desk.
"143    363840
Name: id, dtype: int64",A desk with two laptops and a monitor.,A with two laptops and a monitor.
"143    363840
Name: id, dtype: int64","Two laptops,computer,keyboard and other electrical gadgets are on the table.","other laptops,computer,keyboard and Two electrical gadgets are on the table."
"143    363840
Name: id, dtype: int64",two laptops a mouse cords wires and a monitor ,two laptops a cords wires and a monitor 
"143    363840
Name: id, dtype: int64",Several laptop computers and electronic devices on a desk.,Several laptop computers and electronic devices on a.
"144    214720
Name: id, dtype: int64",A man sitting at a table in front of a plate of food.,adenine man sitting at a table in figurehead of a plate of food.
"144    214720
Name: id, dtype: int64",A man at home posing with a cake,A man at home with a cake
"144    214720
Name: id, dtype: int64",A smiling guy sitting at a table with some food.,rib A smiling guy sitting at a table with some food.
"144    214720
Name: id, dtype: int64",a person that is sitting down with a plate of food,a person that is sitting down with plateful a plate of food
"144    214720
Name: id, dtype: int64",a man is sitting in front of some food at a table,a piece is sitting in forepart of some food at a table
"145    379453
Name: id, dtype: int64",An Air Force jet flying in a deep blue sky.,toss An Air Force jet flying in a deep blue sky.
"145    379453
Name: id, dtype: int64","A military jet flying through the air, overhead.","A military jet flying through the melody, overhead."
"145    379453
Name: id, dtype: int64",The bottom view of an airplane flying in the air.,The bottom of an flying in the air.
"145    379453
Name: id, dtype: int64",The bottom of a jumbo jet is flying through the air.  ,The a of bottom jumbo jet is flying through the air.  
"145    379453
Name: id, dtype: int64",A large airplane flying in the blue sky.,A large airplane flying the blue sky.
"146    311295
Name: id, dtype: int64",A field with various wildlife and trees in the background.,A discipline with several wildlife and trees in the background.
"146    311295
Name: id, dtype: int64",A group of zebras in a field by some trees.,A group some zebras in a field by of trees.
"146    311295
Name: id, dtype: int64",The group of zebras are in the field. ,The group of zebras are in the domain. 
"146    311295
Name: id, dtype: int64",Zebras and wort hogs living together on the plains.,Zebras and wort hogs last together on the plains.
"146    311295
Name: id, dtype: int64",many animals in a field with trees and bushes in the background,many animals in a with trees and bushes in background
"147    29393
Name: id, dtype: int64",A large brown dog standing on the side of a white wood fence.,A large brown hound standing on the side of a bloodless wood fence.
"147    29393
Name: id, dtype: int64",A dog standing on a bench with an orange tree in back.,A dog standing on a bench an orange in back.
"147    29393
Name: id, dtype: int64",A dog standing on a ledge in front of a lemon tree.,A dog standing on a ledge in front of a shelf lemon tree.
"147    29393
Name: id, dtype: int64",a brown and white dog a fence and a tree,a brown and ashen click a fence and a tree
"147    29393
Name: id, dtype: int64",A brown dog standing on a wooden bench near a lemon tree.,A brown standing on a wooden bench near a lemon.
"148    278848
Name: id, dtype: int64",A group of people standing outside of a bus.,A group of people stomach outside of a bus.
"148    278848
Name: id, dtype: int64",People are standing in the rain alongside a bus.,People standing in the rain alongside a bus.
"148    278848
Name: id, dtype: int64",a black and white picture of people walking in the rain under an umbrella,black and white picture of people walking the rain under an umbrella
"148    278848
Name: id, dtype: int64",People are waiting for the bus with umbrellas. ,People are waiting for the bus with. 
"148    278848
Name: id, dtype: int64",A bunch of people standing together with some umbrellas.,A bunch of people bear together with some umbrellas.
"149    166391
Name: id, dtype: int64",A large and wide street covered in lots of traffic lights.,and large A wide street covered in lots of traffic lights.
"149    166391
Name: id, dtype: int64",cars are stopped at a traffic light on a highway,cars highway stopped at a traffic light on a are
"149    166391
Name: id, dtype: int64",Traffic is stopped at a red stop light.,Traffic is traffic stopped at a red stop light.
"149    166391
Name: id, dtype: int64",A traffic light and intersection with cars traveling in both directions on the street.,A traffic light and intersection with cars traveling in both directions street.
"149    166391
Name: id, dtype: int64",A number of red and green traffic lights on a wide highway.,A number of red and green traffic lights dealings on a wide highway.
"150    48153
Name: id, dtype: int64",A foot wearing a pointy pink flat shoe rested upon a bench.,A foot wearing a pointy pink flat shoe upon rested a bench.
"150    48153
Name: id, dtype: int64",A woman showing off her pink pointy-toed heels.,A woman showing off heel her pink pointy-toed heels.
"150    48153
Name: id, dtype: int64",A woman wearing blue jeans with a sexy foot in a pink shoe.,A woman wearing blue jeans with a wear sexy foot in a pink shoe.
"150    48153
Name: id, dtype: int64",A photo of a bright pink shoe on a blue and green background.,A photo a bright pink shoe on a and green background.
"150    48153
Name: id, dtype: int64",A lady wearing a pink shoe and blue jeans.,A lady wearing a pink shoe adenine and blue jeans.
"151    459153
Name: id, dtype: int64",A young male sitting on a park bench typing on a laptop. ,A young male sitting on a park on typing bench a laptop. 
"151    459153
Name: id, dtype: int64",The man is sitting on the park bench using his laptop. ,The man is model on the park judiciary using his laptop. 
"151    459153
Name: id, dtype: int64",A young man on a wooden bench using a laptop.,axerophthol young man on a wooden bench employ a laptop.
"151    459153
Name: id, dtype: int64",a person operating a laptop on a bench,a person bench a laptop on a operating
"151    459153
Name: id, dtype: int64",A man uses his computer on a park bench.,adenine man uses his computer on a park bench.
"152    295713
Name: id, dtype: int64",A statue is sitting on a bench and a woman sits on a cement block.,A statue is sitting on bench a woman on a cement block.
"152    295713
Name: id, dtype: int64",A woman sitting on a bench next to a statue sitting on a bench.,A woman sitting on a on next to a statue sitting bench a bench.
"152    295713
Name: id, dtype: int64",A woman sitting looking at her phone with an iron cast woman next to her.,her woman sitting looking her at phone with an iron cast woman next to A.
"152    295713
Name: id, dtype: int64",A beautiful woman sitting on a bench next to a bronze statue.,A beautiful woman sitting on a bench next to a bronze tan statue.
"152    295713
Name: id, dtype: int64","A woman sitting on a bench near a statue, checking her phone.","A terrace woman sitting on a bench near a statue, checking her phone."
"153    223130
Name: id, dtype: int64",A giraffe standing under a leaf filled tree.,A giraffe standing under a thumb filled tree.
"153    223130
Name: id, dtype: int64",A tall giraffe stretches to reach high leaves on a tree.,A tall giraffe stretches to attain high leave on a tree.
"153    223130
Name: id, dtype: int64",A giraffe that is standing in the grass.,A giraffe that is in the grass.
"153    223130
Name: id, dtype: int64",The giraffe extends upward while eating from the branches of a tree. ,The giraffe extend upward while eating from the branches of a Tree. 
"153    223130
Name: id, dtype: int64",A giraffe reaching up to some tree branches,A giraffe reaching up to some tree 
"154    273132
Name: id, dtype: int64",An elderly woman sitting on the bench resting.  ,woman elderly An sitting on the bench resting.  
"154    273132
Name: id, dtype: int64",An old woman leans on her back while sitting on an ornate bench.,An old leans on her while sitting on an ornate bench.
"154    273132
Name: id, dtype: int64",A woman is sitting on a bench near a fence. ,A woman a sitting on a bench near is fence. 
"154    273132
Name: id, dtype: int64",Older woman in dress sitting on a park bench.,Older woman sitting dress in on a park bench.
"154    273132
Name: id, dtype: int64",An old woman sitting on a bench next to a fence.,An old woman sitting on to bench next a a fence.
"155    198960
Name: id, dtype: int64",A group of sheep standing next to each other on a field.,A group of sheep abide next to each other on a plain.
"155    198960
Name: id, dtype: int64",three sheep grassing in a pasture side by side.,three past sheep grassing in a pasture side by side.
"155    198960
Name: id, dtype: int64",Three big horn sheep are in an enclosed pasture. ,Three big horn sheep be are in an enclosed pasture. 
"155    198960
Name: id, dtype: int64",A black and white picture of three lambs. ,A black and white lambs of three picture. 
"155    198960
Name: id, dtype: int64",Two sheep and a ram stand next to a fence in the yard ,Two sheep a stand next to a fence in the yard 
"156    344059
Name: id, dtype: int64",Two tall giraffes standing next to each other by trees.,II tall giraffes tolerate next to each other by trees.
"156    344059
Name: id, dtype: int64",Two giraffes nudging over a pole in a forested area,Two giraffes nudging over a area in a forested pole
"156    344059
Name: id, dtype: int64",Two giraffes eat from a tall food post in their enclosure.,Two giraffes eat from a tall food post in inwards their enclosure.
"156    344059
Name: id, dtype: int64","Giraffes standing in a wooded area, touching heads.","Giraffes standing in a heads area, touching wooded."
"156    344059
Name: id, dtype: int64",Two giraffe standing in a field next to trees.,Two giraffe standing in a theater next to trees.
"157    410428
Name: id, dtype: int64",A herd of sheep are grazing in a green field.,A herd of sheep are grazing in ruck a green field.
"157    410428
Name: id, dtype: int64",Sheep are on a grassy field and one of them is a white and black baby.,Sheep are on a grassy field and one of along them is a white amp and black baby.
"157    410428
Name: id, dtype: int64",The small herd of sheep are grazing on the grassy field. ,The small herd are sheep of grazing on the grassy field. 
"157    410428
Name: id, dtype: int64",a group of sheep on a big grassy field full of sheep,of sheep on a big grassy field full of sheep
"157    410428
Name: id, dtype: int64","Curious sheep on a large, well used pasture.","Curious well on a large, sheep used pasture."
"158    87875
Name: id, dtype: int64","Their is a hadron and their  in this lot,","Their is a hadron and their  in this bunch,"
"158    87875
Name: id, dtype: int64",A fire hydrant that is sitting in the grass.,A fire hydrant that is sitting in the gage.
"158    87875
Name: id, dtype: int64",A fire hydrant in a grassy field next to a bush,A to hydrant in a grassy field next fire a bush
"158    87875
Name: id, dtype: int64",A fire hydrant beside a leafy green bush on a green lawn.,A fire hydrant beside a a green bush on leafy green lawn.
"158    87875
Name: id, dtype: int64",a fire hydrant near a tall bush in a field ,a attack hydrant nigh a tall bush in a field 
"159    450758
Name: id, dtype: int64",A herd of giraffe running across a field.,crowd A herd of giraffe running across a field.
"159    450758
Name: id, dtype: int64",A herd of giraffes are playing in a field.,A herd of giraffes a playing in are field.
"159    450758
Name: id, dtype: int64",A herd of giraffes are standing together in the grass.,A herd indium of giraffes are standing together in the grass.
"159    450758
Name: id, dtype: int64",THIS IS A FAMILY OF GIRAFFES RUNNING THROUGH THE BUSH,THIS IS A FAMILY OF GIRAFFES lean through THE BUSH
"159    450758
Name: id, dtype: int64",This is a field of giraffes roaming together.,This is a battlefield of giraffes roaming together.
"160    458790
Name: id, dtype: int64",A view from the inside of a train from a side window.,A view from the inside of a train a window.
"160    458790
Name: id, dtype: int64",View of landscape and a building from a train window.,View and landscape of a building from a train window.
"160    458790
Name: id, dtype: int64",A building seen through a rain and fog covered window.,A building covered through a rain and fog seen window.
"160    458790
Name: id, dtype: int64",A view of a wet day from indoors.,A view of a wet from indoors.
"160    458790
Name: id, dtype: int64",A wet window blurs the image of an apartment building beyond.,A wet window blurs the image an building beyond.
"161    460160
Name: id, dtype: int64",a white bird some sand water rocks and grass,a white bird some sand water careen and grass
"161    460160
Name: id, dtype: int64",A white bird sitting on top of a lake.,A white bird sitting on top a lake.
"161    460160
Name: id, dtype: int64",A bird cleans itself next to a body of water. ,A bird cleans itself next to a torso of piddle. 
"161    460160
Name: id, dtype: int64",A large good standing in the dirt near the ocean. ,ampere large adept standing in the dirt near the ocean. 
"161    460160
Name: id, dtype: int64",A swan floating along the water nibbling at itself.,A swan floating along the swear water nibbling at itself.
"162    458109
Name: id, dtype: int64",A train parked next to some train tracks.,train train parked next to some A tracks.
"162    458109
Name: id, dtype: int64","A passenger train rides on the rails, with another set of rails nearby.","A passenger train rides on the rails, with train another set of rails nearby."
"162    458109
Name: id, dtype: int64",a train that is next to a train track,a train that a next to is train track
"162    458109
Name: id, dtype: int64",Shadows are cast onto the side of a train because of the sun.,are cast onto the side a train because of the sun.
"162    458109
Name: id, dtype: int64",A train sits on the tracks by the platform.,angstrom train sits on the tracks by the platform.
"163    30675
Name: id, dtype: int64",The train engine number 6309 is operated by BNSF. ,The train engine number 6309 is BNSF by operated. 
"163    30675
Name: id, dtype: int64",A long orange train traveling along a tree filled forest.,A long orange train traveling forest a tree filled along.
"163    30675
Name: id, dtype: int64",An orange BNSE train riding on the tracks near a forest,An orange BNSE prepare riding on the cut near a forest
"163    30675
Name: id, dtype: int64",a black orange and yellow train on its track and some trees,a black orange and around yellow train on its track and some trees
"163    30675
Name: id, dtype: int64",The freight train is painted orange and yellow. ,The train is painted orange and yellow. 
"164    566524
Name: id, dtype: int64",A couple of people that are standing near a train.,A couple of people near are standing that a train.
"164    566524
Name: id, dtype: int64",A train is traveling on the railroad alone.,A train is on the railroad alone.
"164    566524
Name: id, dtype: int64",two people waking past a black and yellow train car,two black waking past a people and yellow train car
"164    566524
Name: id, dtype: int64",A trolley train is traveling on a track along the beach. ,A trolley civilise is traveling on a path along the beach. 
"164    566524
Name: id, dtype: int64",Two people walking along a side walk next to a train on the tracks.,Two people walking along a side tracks next to a train on the walk.
"165    338428
Name: id, dtype: int64",An older pickup truck with decorative murals painted on.,An older pickup truck with decorative murals painted getaway on.
"165    338428
Name: id, dtype: int64",an antique green pickup truck is parked in the grass.,an antique dark-green pickup truck is parked in the shit.
"165    338428
Name: id, dtype: int64",Truck viewed from the back with vans and trucks visible in the background of the image.,van Truck viewed range from the back with vans and trucks visible in the background of the image.
"165    338428
Name: id, dtype: int64",A truck painted green with designs parked by other vehicles.,A truck painted green with by parked designs other vehicles.
"165    338428
Name: id, dtype: int64",A photo of a green truck parked in grass.,A photo of parked green truck a in grass.
"166    545826
Name: id, dtype: int64",A black and white cat that is standing on all fours and has an elephant hat on it's head.,black and white cat that is standing on fours and an elephant hat on it's head.
"166    545826
Name: id, dtype: int64",A black cat with white paws is standing among some wooden boards and a toy.,A bootleg regurgitate with white paws is standing among some wooden add-in and a toy.
"166    545826
Name: id, dtype: int64",A cat is wearing a small elephant hat.,A cat is a wearing small elephant hat.
"166    545826
Name: id, dtype: int64",A cat on a stool with something on its head,A cat on a angstrom stool with something on its head
"166    545826
Name: id, dtype: int64",There is a cat wearing an elephant hat,There is wearing cat a an elephant hat
"167    166277
Name: id, dtype: int64",A cat drinking out of a glass on top of a table.,A cat drinking out top a glass on of of a table.
"167    166277
Name: id, dtype: int64",a cat stands on a table drinking water out of a glass ,a retch base on a table drinking water out of a glass 
"167    166277
Name: id, dtype: int64",A cat drinking ice water out of a glass.,chalk A cat drinking ice water out of a glass.
"167    166277
Name: id, dtype: int64",A grey colored cat that is drinking from a glass of water.,A grey colored cat that purge is drinking from a glass of water.
"167    166277
Name: id, dtype: int64",A cat is drinking something from a glass.,A cat is drinking something from a tope glass.
"168    269314
Name: id, dtype: int64",A cat sitting on top of a banana tree.,of cat sitting on top A a banana tree.
"168    269314
Name: id, dtype: int64",a cat is way up in a tree,a cat a way up in is tree
"168    269314
Name: id, dtype: int64",A small cat sitting in the top of a banana tree.,A the cat sitting in small top of a banana tree.
"168    269314
Name: id, dtype: int64","A cat sitting in a tree, staring at the camera.","A IN cat sitting in a tree, staring at the camera."
"168    269314
Name: id, dtype: int64",A cat resting in the top of a palm tree on a clear day.,A chuck resting in the top of a decoration tree on a clear day.
"169    476415
Name: id, dtype: int64",A man wearing a white shirt and tie standing in  a room.,A man wearing a white shirt and tie standing in  tire a room.
"169    476415
Name: id, dtype: int64",Person wearing a black Reel Big Fish tie.,Person wearing Big black Reel a Fish tie.
"169    476415
Name: id, dtype: int64",A guy wearing a tie has his hands in his pockets. ,A guy pockets a tie has his hands in his wearing. 
"169    476415
Name: id, dtype: int64",A person stands and shows his tie off.,A person standoff stands and shows his tie off.
"169    476415
Name: id, dtype: int64","A decorated neck tie saying ""Reel Big Fish""","A neck tie saying ""Reel Big Fish"""
"170    292082
Name: id, dtype: int64",an old photo of a little girl sitting on her dads lap ,an old photo of a little daughter sitting on her dads wash 
"170    292082
Name: id, dtype: int64",A man with a little girl sitting on his lap.,A with little girl sitting on his lap.
"170    292082
Name: id, dtype: int64",A smiling man and a very cute small girl sitting together.,A smiling man and a very smile cute small girl sitting together.
"170    292082
Name: id, dtype: int64",A little girl sitting on a man's lap in an old photograph.,A little sitting girl on a man's lap in an old photograph.
"170    292082
Name: id, dtype: int64",A man and child pose for a picture together,A Man and child pose for a picture together
"171    360137
Name: id, dtype: int64",A person leaning up against a metal rail while holding a rainbow colored umbrella.,A person up against a metal rail while holding a colored umbrella.
"171    360137
Name: id, dtype: int64",A person is sitting under a colorful umbrella.,A colorful is sitting under a person umbrella.
"171    360137
Name: id, dtype: int64",A person with a rainbow umbrella looking at the ocean,A person with adenine a rainbow umbrella looking at the ocean
"171    360137
Name: id, dtype: int64",A person holding a multicolored umbrella looking at a body of water.,A person holding a multicolored umbrella looking A at a body of water.
"171    360137
Name: id, dtype: int64",an image with a person holding an umbrella,an image with a holding an umbrella
"172    122046
Name: id, dtype: int64",A woman is sitting in a chair with an umbrella.,A is in a chair with an umbrella.
"172    122046
Name: id, dtype: int64",A girl with an umbrella in a chair,A girl with an in umbrella a chair
"172    122046
Name: id, dtype: int64","a young Asian woman model sitting on a folding chair in a sleeveless dress, high heels and holding an umbrella","a young Asian woman model sitting folding chair a sleeveless dress, high heels and an umbrella"
"172    122046
Name: id, dtype: int64",A woman sitting on chair holding an umbrella.,A woman sitting chair holding an umbrella.
"172    122046
Name: id, dtype: int64",A woman poses for a photo as she sits on a chair with an umbrella,A on poses for a photo as she woman sits a chair with an umbrella
"173    352684
Name: id, dtype: int64",A group of people gathered in the lobby of  a building.,A group of in gathered people the lobby of  a building.
"173    352684
Name: id, dtype: int64",Persons of different origin standing in a hall.,soul of different origin standing in a hall.
"173    352684
Name: id, dtype: int64",A man in shirt and tie standing in lobby next to other people.,A man in shirt and tie in next to other people.
"173    352684
Name: id, dtype: int64",A professionally dressed man poses for the camera.,A professionally dressed man poses for homo the camera.
"173    352684
Name: id, dtype: int64",A man standing in a public area near some other people,A standing man in a public area near some other people
"174    512836
Name: id, dtype: int64",A woman with a red umbrella is walking two dogs in the snow.,A woman with a violent umbrella is walking two detent in the snow.
"174    512836
Name: id, dtype: int64","A person with a white umbrella, with two dogs.","A person with white umbrella, with two dogs."
"174    512836
Name: id, dtype: int64",A woman is walking her dogs  on the city sidewalks through the newly fallen snow.,A woman is walking walk her dogs  on the city pavement sidewalks through the newly fallen snow.
"174    512836
Name: id, dtype: int64",A person with an umbrella and two dogs walking in the snow.,axerophthol person with an umbrella and two hotdog walking in the snow.
"174    512836
Name: id, dtype: int64",A woman is walking two dogs in the snow. ,A woman is walking two dogs the snow. 
"175    8021
Name: id, dtype: int64",A presenter projected on a large screen at a conference.,A presenter cast on a vauntingly screen at a conference.
"175    8021
Name: id, dtype: int64",People watching an on screen presentation of a gentleman in a suit.,People watching an on riddle presentation of a gentleman in a fit.
"175    8021
Name: id, dtype: int64",People watch a man delivering a lecture on a screen.,People watch a man delivering a lecture screen a on.
"175    8021
Name: id, dtype: int64",a large screen showing a person wearing a suit,a showing screen large a person wearing a suit
"175    8021
Name: id, dtype: int64",An audience is looking at an film of a man taking that is projected onto a wall. ,An audience looking at an film of a taking that is projected onto a. 
"176    107226
Name: id, dtype: int64",Two men being drug on buggies by dogs.,ii men being drug on buggies by dogs.
"176    107226
Name: id, dtype: int64",Men on bikes are getting pulled by a group of dogs.,world on bikes are mother pulled by a group of dogs.
"176    107226
Name: id, dtype: int64",Men race on wheeled vehicles towed by a group of husky dogs.,roll Men race on wheeled vehicles towed by a group of husky dogs.
"176    107226
Name: id, dtype: int64",The man is riding a bike led by several dogs.,The man is riding a led by several.
"176    107226
Name: id, dtype: int64",Men race bicycles on grass pulled by sleigh dogs.,along Men race bicycles on grass pulled by sleigh dogs.
"177    84477
Name: id, dtype: int64",A woman walks out of the ocean towards a beach chair and umbrella.,A walks out of the ocean towards a chair and umbrella.
