image_id,original,modified
"197    231508
Name: id, dtype: int64",A uniformed baseball player being watched by people.,A uniformed baseball player being watched by people.
"197    231508
Name: id, dtype: int64",A man in black jersey pitching in baseball game.,A man in black jersey pitching in baseball game.
"198    389381
Name: id, dtype: int64",a bowl of different kinds of food on it,a bowl of different kinds of food on it
"198    389381
Name: id, dtype: int64",two dishes holding a bunch of vegetables and fruit,two dishes holding a bunch of vegetables and fruit
"198    389381
Name: id, dtype: int64",A colorful assortment of different fruits and vegetables. ,A colorful assortment of different fruits and vegetables. 
"198    389381
Name: id, dtype: int64","A plastic bento box filled with rice, vegetables and fresh fruit","A plastic bento box filled with rice, vegetables and fresh fruit"
"198    389381
Name: id, dtype: int64",One tray of rice and a tray of fruits and veggies.,one tray of rice and a tray of fruits and veggies.
"199    118921
Name: id, dtype: int64",A woman riding skis down a snow covered slope.,A woman riding skis down a snow covered slope.
"199    118921
Name: id, dtype: int64","A woman skiing down a snowy, tree-lined path.","A woman skiing down a snowy, tree-lined path."
"199    118921
Name: id, dtype: int64",a woman is wearing a pink and black jacket is sking,a woman is wearing a pink and black jacket is sking
"199    118921
Name: id, dtype: int64",A woman on skis sliding down a snowy hill.,A woman on skis sliding down a snowy hill.
"199    118921
Name: id, dtype: int64",A woman skiing on a path by some trees.,A woman skiing on a path by some trees.
"200    21503
Name: id, dtype: int64",Crackers with spread on table with remote in background,Crackers with spread on table with remote in background
"200    21503
Name: id, dtype: int64",There is a plate filled with pastries next to a keyboard.,There is a plate filled with pastries next to a keyboard.
"200    21503
Name: id, dtype: int64",Square pastries are assorted on a white platter.,Square pastries are assorted on a white platter.
"200    21503
Name: id, dtype: int64",Plate of crackers with something spread on them next to a keyboard,Plate of crackers with something spread on them next to a keyboard
"200    21503
Name: id, dtype: int64","Crackers coated with spread, sitting on a plate, ready to eat.","Crackers coated with spread, sitting on a plate, ready to eat."
"201    785
Name: id, dtype: int64",A woman posing for the camera standing on skis.,A woman posing for the camera standing on skis.
"201    785
Name: id, dtype: int64",a woman standing on skiis while posing for the camera,a woman standing on skiis while posing for the camera
"201    785
Name: id, dtype: int64",A woman in a red jacket skiing down a slope,A woman in a red jacket skiing down a slope
"201    785
Name: id, dtype: int64",A young woman is skiing down the mountain slope. ,A young woman is skiing down the mountain slope. 
"201    785
Name: id, dtype: int64",a person on skis makes her way through the snow,a person on skis makes her way through the snow
"202    300842
Name: id, dtype: int64",A skateboard that has its wheels on the floor.,A skateboard that has its wheels on the floor.
"202    300842
Name: id, dtype: int64",A lower shot of someone riding their skateboard. ,A lower shot of someone riding their skateboard. 
"202    300842
Name: id, dtype: int64",The foot of a person on a skateboard is prominent in this photo.,The foot of a person on a skateboard is prominent in this photo.
"202    300842
Name: id, dtype: int64",A red skateboard with blue wheels on the floor with someones foot on it. ,A red skateboard with blue wheels on the floor with someones foot on it. 
"202    300842
Name: id, dtype: int64",a person that is standing on a skateboard,a person that's standing on a skateboard
"203    105014
Name: id, dtype: int64",a salad that looks like a boat is next to a fork,a salad that looks like a boat is next to a fork
"203    105014
Name: id, dtype: int64",A bowl full of food sitting on a table next to a fork that rests on top of a circular disk.,A bowl full of food sitting on a table next to a fork that rests on top of a circular disk.
"203    105014
Name: id, dtype: int64",A large salad bowl with a fork on the side on a flowered table..,A large salad bowl with a fork on the side on a flowered table..
"203    105014
Name: id, dtype: int64",A small lunch box with various vegetables and a fork,A small lunch box with various vegetables and a fork
"203    105014
Name: id, dtype: int64","A salad is in a red container and has lettuce, tomatoes and bits of carrots in it.","A salad is in a red container and has lettuce, tomatoes and bits of carrots in it."
"204    261982
Name: id, dtype: int64",A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.
"204    261982
Name: id, dtype: int64",a guy having a spill on his skate board,a guy having a spill on his skate board
"204    261982
Name: id, dtype: int64",A person on a skateboard does a flip in a parking lot.,A person on a skateboard does a flip in a parking lot.
"204    261982
Name: id, dtype: int64",A person is riding on a skateboard on the street.,A person is riding on a skateboard on the street.
"204    261982
Name: id, dtype: int64",a person on a skate board does a trick ,a person on a skate board does a trick 
"205    34205
Name: id, dtype: int64","Closeup of a plate of food that includes chicken, mushrooms and broccoli.","Closeup of a plate of food that includes chicken, mushrooms and broccoli."
"205    34205
Name: id, dtype: int64","Extreme close up of a cooked chicken, mushroom, and broccoli dish.","Extreme close up of a cooked chicken, mushroom, and broccoli dish."
"205    34205
Name: id, dtype: int64",Chicken and mushrooms served with broccoli garnished with parsley.,Chicken and mushrooms served with broccoli garnished with parsley.
"205    34205
Name: id, dtype: int64",The meal is prepared and ready to be eaten. ,The meal is prepared and ready to be eaten. 
"205    34205
Name: id, dtype: int64",Some sort of chicken dish with broccoli spears on side of plate,Some sort of chicken dish with broccoli spears on side of plate
"206    99242
Name: id, dtype: int64",A person skiing in an open area of snow.,A person skiing in an open area of snow.
"206    99242
Name: id, dtype: int64",An older man is skiing down a snowy mountain.,An older man is skiing down a snowy mountain.
"206    99242
Name: id, dtype: int64",An older man downhill skiing down a slope.,An older man downhill skiing down a slope.
"206    99242
Name: id, dtype: int64",A man skiing down a snowy hill alone.,A man skiing down a snowy hill alone.
"206    99242
Name: id, dtype: int64",a man wearing ski equipment on a snowy slope ,a man wearing ski equipment on a snowy slope 
"207    314709
Name: id, dtype: int64",a person riding skis on a snowy slope,a person riding skis on a snowy slope
"207    314709
Name: id, dtype: int64",A man riding skis down a snow covered slope.,A man riding skis down a snow covered slope.
"207    314709
Name: id, dtype: int64",A woman is skiing down a snowy hill.,A woman is skiing down a snowy hill.
"207    314709
Name: id, dtype: int64","An individual is in the open view in the picture. 
","An individual is in the open view in the picture. 
"
"207    314709
Name: id, dtype: int64",A guy is having fun skiing down the slope of the hill.,A guy is having fun skiing down the slope of the hill.
"208    460494
Name: id, dtype: int64",Assorted meal sitting on a plate with a white glass of milk.,Assorted meal sitting on a plate with a white glass of milk.
"208    460494
Name: id, dtype: int64",A plate that has food that is sitting on the table.,A plate that has food that's sitting on the table.
"208    460494
Name: id, dtype: int64","A red plate topped with broccoli, meat and veggies.","A red plate topped with broccoli, meat and veggies."
"208    460494
Name: id, dtype: int64",A very bright red plate with some tasty looking food.,A very bright red plate with some tasty looking food.
"208    460494
Name: id, dtype: int64","A red plate holds on it broccoli, carrots, muffins and meat.","A red plate holds on it broccoli, carrots, muffins and meat."
"209    339442
Name: id, dtype: int64",A sandwich and some grapes are sitting on top of a tablecloth.,A sandwich and some grapes are sitting on top of a tablecloth.
"209    339442
Name: id, dtype: int64",A sandwich with a pile a olives and an apple on a tablecloth. ,A sandwich with a pile a olives and an apple on a tablecloth. 
"209    339442
Name: id, dtype: int64",A sandwich with meat sitting next to grapes and an apple.,A sandwich with meat sitting next to grapes and an apple.
"209    339442
Name: id, dtype: int64",Meat sandwich and dark berries on plaid cloth in front of tomato.,Meat sandwich and dark berries on plaid cloth in front of tomato.
"209    339442
Name: id, dtype: int64",some fruit is next to a sandwich on a table,some fruit is next to a sandwich on a table
"210    541055
Name: id, dtype: int64",A group of people on the ski slope in their skis. ,A group of people on the ski slope in their skis. 
"210    541055
Name: id, dtype: int64",A group of young people standing on top of a snow covered slope.,A group of young people standing on top of a snow covered slope.
"210    541055
Name: id, dtype: int64",A group of people on skis at a peak of a mountain.,A group of people on skis at a peak of a mountain.
"210    541055
Name: id, dtype: int64",The skiers are happy to pose for the picture.,The skiers are happy to pose for the picture.
"210    541055
Name: id, dtype: int64",a group of people riding skis on a snowy surface,a group of people riding skis on a snowy surface
"211    409475
Name: id, dtype: int64",Two people standing next to each other on a ski slope.,Two people standing next to each other on a ski slope.
"211    409475
Name: id, dtype: int64",A man and a woman standing in the snow on skis.,A man and a woman standing in the snow on skis.
"211    409475
Name: id, dtype: int64",A smiling pair of skiers with a huge snow covered mountain behind them.,A smiling pair of skiers with a huge snow covered mountain behind them.
"211    409475
Name: id, dtype: int64",Two people on skis in front of ski lift.,Two people on skis in front of ski lift.
"211    409475
Name: id, dtype: int64",A man and woman in ski gear standing in front of a mountain.,A man and woman in ski gear standing in front of a mountain.
"212    464786
Name: id, dtype: int64",A hot dog and a bun with some mustard.,A hot dog and a bun with some mustard.
"212    464786
Name: id, dtype: int64",hotdog on bun with what looks like horseradish sauce,hotdog on bun with what looks like horseradish sauce
"212    464786
Name: id, dtype: int64",A hot dog on a bun with spicy mustard on it.,A hot dog on a bun with spicy mustard on it.
"212    464786
Name: id, dtype: int64",Hot dog with mustard on it sitting on a white napkin. ,Hot dog with mustard on it sitting on a white napkin. 
"212    464786
Name: id, dtype: int64",A hot dog sitting on top of a bun in a wrapper.,A hot dog sitting on top of a bun in a wrapper.
"213    378605
Name: id, dtype: int64","A table with a napkin, doughnut on a plate, and a cup of coffee.","A table with a napkin, doughnut on a plate, and a cup of coffee."
"213    378605
Name: id, dtype: int64",a donut with a cup of coffee and an ornate napkin holder,a donut with a cup of coffee and an ornate napkin holder
"213    378605
Name: id, dtype: int64",A white plate with a donut and napkin sculpture.,A white plate with a donut and napkin sculpture.
"213    378605
Name: id, dtype: int64",A donut is on the table on a white saucer.,A donut is on the table on a white saucer.
"213    378605
Name: id, dtype: int64",A chocolate frosted donut on a plate with a cup of coffee and a penguin napkin holder. ,A chocolate frosted donut on a plate with a cup of coffee and a penguin napkin holder. 
"214    331817
Name: id, dtype: int64",A persons arm reaching over a table filled with food.,A persons arm reaching over a table filled with food.
"214    331817
Name: id, dtype: int64",A table with several dishes on it with a television.,A table with several dishes on it with a television.
"214    331817
Name: id, dtype: int64","A close up of a table with food, bowls and cups.","A close up of a table with food, bowls and cups."
"214    331817
Name: id, dtype: int64","A woman getting food off of a table, with a purple sweater on.","A woman getting food off of a table, with a purple sweater on."
"214    331817
Name: id, dtype: int64",A person is eating food at the table.,A person is eating food at the table.
"215    218091
Name: id, dtype: int64",A bedroom with a large bed sitting next to a black dresser.,A bedroom with a large bed sitting next to a black dresser.
"215    218091
Name: id, dtype: int64",A small hotel room is furnished for business,A small hotel room is furnished for business
"215    218091
Name: id, dtype: int64",A hotel suite with a desk sofa and bed,A hotel suite with a desk sofa and bed
"215    218091
Name: id, dtype: int64","A room with a bed, a desk, and a television.","A room with a bed, a desk, and a television."
"215    218091
Name: id, dtype: int64","Hotel room scene, efficiency, queen bed, sofa, table/desk, TV, in brown tone room.","Hotel room scene, efficiency, queen bed, sofa, table/desk, TV, in brown tone room."
"216    578545
Name: id, dtype: int64",A pregnant woman laying in bed reading a book.,A pregnant woman laying in bed reading a book.
"216    578545
Name: id, dtype: int64",A pregnant woman in bed reading a book,A pregnant woman in bed reading a book
"216    578545
Name: id, dtype: int64",A pregnant woman is in bed reading a large book.,A pregnant woman is in bed reading a large book.
"216    578545
Name: id, dtype: int64",A pregnant woman laying in bed reading a book,A pregnant woman laying in bed reading a book
"216    578545
Name: id, dtype: int64",a pregnant woman laying in bed reading a book ,a pregnant woman laying in bed reading a book 
"217    363207
Name: id, dtype: int64",A newly married couple sharing a piece of there wedding cake.,A newly married couple sharing a piece of there wedding cake.
"217    363207
Name: id, dtype: int64","The bride and groom stand behind a square, multi-layer wedding cake.","The bride and groom stand behind a square, multi-layer wedding cake."
"217    363207
Name: id, dtype: int64",A newly married couple standing next to a four layer wedding cake.,A newly married couple standing next to a four layer wedding cake.
"217    363207
Name: id, dtype: int64",A new husband and wife feeding each other wedding cake as a photographer takes pictures. ,A new husband and wife feeding each other wedding cake as a photographer takes pictures. 
"217    363207
Name: id, dtype: int64",A just married coule feed each other cake while a photographer takes photos.,A just married coule feed each other cake while a photographer takes photos.
"218    372577
Name: id, dtype: int64",a tennis player holding a tennis racket on a court,a tennis player holding a tennis racket on a court
"218    372577
Name: id, dtype: int64",two people playing a match of tennis on a court.,two people playing a match of tennis on a court.
"218    372577
Name: id, dtype: int64",A man with a tennis racket walks from the net of a tennis court. ,A man with a tennis racket walks from the net of a tennis court. 
"218    372577
Name: id, dtype: int64",A man standing on a tennis court holding a racquet.,A man standing on a tennis court holding a racquet.
"218    372577
Name: id, dtype: int64",A man in shorts and a long sleeve shirt playing tennis.,A man in shorts and a long sleeve shirt playing tennis.
"219    212166
Name: id, dtype: int64",A child with a messy face eating a plate of food with hands,A child with a messy face eating a plate of food with hands
"219    212166
Name: id, dtype: int64",A little boy making a mess with his dinner.,A little boy making a mess with his dinner.
"219    212166
Name: id, dtype: int64",A small child is eating out of a tray.,A small child is eating out of a tray.
"219    212166
Name: id, dtype: int64",a small child with his fingers in his mouth and plate of food,a small child with his fingers in his mouth and plate of food
"219    212166
Name: id, dtype: int64",A small child eating a plate of food with their hands. ,A small child eating a plate of food with their hands. 
"220    172571
Name: id, dtype: int64",A very thick pizza is on a plate with one piece taken.,A very thick pizza is on a plate with two piece taken.
"220    172571
Name: id, dtype: int64",Chicago style deep dish pizza with tomato sauce and sausage.,Riverside style deep dish pizza with tomato sauce and sausage.
"220    172571
Name: id, dtype: int64",A sliced pizza sitting on a table next to a glass of water and a glass of wine. ,A sliced pizza sitting on a table next to a glass of water and a glass of wine. 
"220    172571
Name: id, dtype: int64",A deep dish style pizza with a slice cut out of it next to a glass of white wine.,A deep dish style pizza with a slice cut out of it next to a glass of white wine.
"220    172571
Name: id, dtype: int64",A thick crust cut pizza on a plate with wine by its side.,A thick crust cut pizza on a plate with wine by its side.
"221    294831
Name: id, dtype: int64",Two pieces of pizza are served on a plate.,Two pieces of pizza are served on a plate.
"221    294831
Name: id, dtype: int64",Someone is holding a black plate with two slices of pizza. ,Someone is holding a black plate with two slices of pizza. 
"221    294831
Name: id, dtype: int64",A plate with two slices of pizza on it.,A plate with two slices of pizza on it.
"221    294831
Name: id, dtype: int64",Two slices of pizza on a black plate,Two slices of pizza on a black plate
"221    294831
Name: id, dtype: int64",Two slices of chicken pizza on a plate.,Two slices of chicken pizza on a plate.
"222    84431
Name: id, dtype: int64",A slice of pizza sitting on top of a white plate.,A slice of pizza sitting on top of a white plate.
"222    84431
Name: id, dtype: int64",A slice of pizza with toppings on a plate. ,A slice of pizza with toppings on a plate. 
"222    84431
Name: id, dtype: int64",A piece of pizza sitting on a plate while a t.v. is on. ,A piece of pizza sitting on a plate while a t.v. is on. 
"222    84431
Name: id, dtype: int64",a single slice of pizza with ham slices on it  on a plate,a single slice of pizza with ham slices on it  on a plate
"222    84431
Name: id, dtype: int64",A ham pizza with grated parmesan is on a plate in front of a TV.,A ham pizza with grated parmesan is on a plate in front of a TV.
"223    323355
Name: id, dtype: int64",A young kid is holding a box of pizza. ,A young kid is holding a box of pizza. 
"223    323355
Name: id, dtype: int64",A boy wearing yellow is holding a pizza in a box.,A boy wearing yellow is holding a pizza in a box.
"223    323355
Name: id, dtype: int64",a child wearing a hat is holding a pizza box with pizza inside.,a child wearing a hat is holding a pizza box with pizza inside.
"223    323355
Name: id, dtype: int64",A young boy dressed in yellow holding a pizza in a box.,A young boy dressed in yellow holding a pizza in a box.
"223    323355
Name: id, dtype: int64",A boy with a fedora on holding a pizza box open.,A boy with a fedora on holding a pizza box open.
"224    355325
Name: id, dtype: int64",A pile of food sitting on top of a table next to a  glass of wine.,A pile of food sitting on top of a table next to a  glass of wine.
"224    355325
Name: id, dtype: int64",A cutting board with pizza and a glass of wine,A cutting board with pizza and a glass of wine
"224    355325
Name: id, dtype: int64",A pizza has been topped with ham near a large glass of wine.,A pizza has been topped with ham near a large glass of wine.
"224    355325
Name: id, dtype: int64",Several slices of meat are on top of a pizza.,Several slices of meat are on top of a pizza.
"224    355325
Name: id, dtype: int64",A table with food and a glass of red wine.,A table with food and a glass of red wine.
"225    100582
Name: id, dtype: int64",There are meats and vegetables on a flatbread,There are meats and vegetables on a flatbread
"225    100582
Name: id, dtype: int64",Some meat and greens on a pizza crust.,Some meat and greens on a pizza crust.
"225    100582
Name: id, dtype: int64",A closeup of a pizza with lettuce and bacon.,A closeup of a pizza with lettuce and bacon.
"225    100582
Name: id, dtype: int64",Small personal pizza with bacon and spinach. ,Small personal pizza with bacon and spinach. 
"225    100582
Name: id, dtype: int64",Lettuce and tomatoes on a slice of pita bread.,Lettuce and tomatoes on a slice of pita bread.
"226    555412
Name: id, dtype: int64",A pizza covered in lots of greens on top of a table.,A pizza covered in lots of greens on top of a table.
"226    555412
Name: id, dtype: int64",A pizza with bacon bits and spinach leaves on it.,A pizza with bacon bits and spinach leaves on it.
"226    555412
Name: id, dtype: int64",Leafy greens and sun dried tomatoes on something,Leafy greens and sun dried tomatoes on something
"226    555412
Name: id, dtype: int64",A close up photo of a pizza with a lettuce and prosciutto topping. ,A close up photo of a pizza with a lettuce and prosciutto topping. 
"226    555412
Name: id, dtype: int64",A pizza is shown with various toppings on it.,A pizza is shown with various toppings on it.
"227    4495
Name: id, dtype: int64",A living room with a couch and chair.,A living room with a couch and chair.
"227    4495
Name: id, dtype: int64","A television, couch and chair in the corner of a room.","A television, couch and chair in the corner of a room."
"227    4495
Name: id, dtype: int64","A very simple living area with a chair, sofa and TV.","A very simple living area with a chair, sofa and TV."
"227    4495
Name: id, dtype: int64",A corner of a living room with a TV in it.,A corner of a living room with a TV in it.
"227    4495
Name: id, dtype: int64",a room with a tv and some different types of couches,a room with a tv and some different types of couches
"228    9483
Name: id, dtype: int64",A man in a suit standing next to a control board and computer.,A man in a suit standing next to a control board and computer.
"228    9483
Name: id, dtype: int64",A man standing near a table with video equipment. ,A man standing near a table with video equipment. 
"228    9483
Name: id, dtype: int64",Man in suit smiling next to electronics and monitors,Man in suit smiling next to electronics and monitors
"228    9483
Name: id, dtype: int64","A man by desk with mixing equipment, a keyboard and a computer monitor.","A man by desk with mixing equipment, a keyboard and a computer monitor."
"228    9483
Name: id, dtype: int64",A man in a suit stands near a table with computer equipment on it.,A man in a suit stands near a table with computer equipment on it.
"229    326082
Name: id, dtype: int64",A very nice living room that is very clean.,A very nice living room that's very clean.
"229    326082
Name: id, dtype: int64","A big, open room with large windows and wooden floors.","A big, open room with large windows and wooden floors."
"229    326082
Name: id, dtype: int64",A living room with a wooden floor filled with furniture.,A living room with a wooden floor filled with furniture.
"229    326082
Name: id, dtype: int64",THERE IS A LIVING ROOM WITH A TABLE AND TV ,THERE IS A LIVING ROOM WITH A TABLE AND TV 
"229    326082
Name: id, dtype: int64",A living room with a couple of furniture. ,A living room with a couple of furniture. 
"230    398237
Name: id, dtype: int64",A small child is holding onto lawn decorations.,A small child is holding onto lawn decorations.
"230    398237
Name: id, dtype: int64",A child with various yard decorations some of which look like fish.,A child with various yard decorations some of which look like fish.
"230    398237
Name: id, dtype: int64",Young child playing with several lawn type ornaments.,Young child playing with several lawn type ornaments.
"230    398237
Name: id, dtype: int64",A baby is holding some poles in the middle of a grass field. ,A baby is holding some poles in the middle of a grass field. 
"230    398237
Name: id, dtype: int64",A small child playing with some toys in a field.,A small child playing with some toys in a field.
"231    507223
Name: id, dtype: int64",A man that is standing in the dirt with a bat.,A man that's standing in the dirt with a bat.
"231    507223
Name: id, dtype: int64",a baseball player is holding a bat on a field,a baseball player is holding a bat on a field
"231    507223
Name: id, dtype: int64",A baseball players is ealking toward the opposing team.,A baseball players is ealking toward the opposing team.
"231    507223
Name: id, dtype: int64",The player approaches home plate to take his turn at bat.,The player approaches home plate to take his turn at bat.
"231    507223
Name: id, dtype: int64",A group of baseball players standing next to each other on top of a field.,A group of baseball players standing next to each other on top of a field.
"232    31050
Name: id, dtype: int64",A vase with various flowers in it on a display case.,A vase with various flowers in it on a display case.
"232    31050
Name: id, dtype: int64",a vase with flowers on a display near a wall,a vase with flowers on a display near a wall
"232    31050
Name: id, dtype: int64",The vase is holding an arrangement of dried vines. ,The vase is holding an arrangement of dried vines. 
"232    31050
Name: id, dtype: int64",an image of a flower arrangement in the vase,an image of a flower arrangement in the vase
"232    31050
Name: id, dtype: int64",A vase full of flowers is sitting on display.,A vase full of flowers is sitting on display.
"233    239537
Name: id, dtype: int64",a man swinging a tennis racket and hitting a ball on a tennis court.,a man swinging a tennis racket and hitting a ball on a tennis court.
"233    239537
Name: id, dtype: int64",A man holding a tennis racket getting ready to hit a tennis ball.,A man holding a tennis racket getting ready to hit a tennis ball.
"233    239537
Name: id, dtype: int64",A male tennis player stands on court and prepares to hit the ball.,A male tennis player stands on court and prepares to hit the ball.
"233    239537
Name: id, dtype: int64",A tennis player hitting a ball in a low position.,A tennis player hitting a ball in a low position.
"233    239537
Name: id, dtype: int64",A man in white shirt and shorts playing a game of tennis.,A man in white shirt and shorts playing a game of tennis.
"234    340930
Name: id, dtype: int64",Closeup of a cup holding scissors and other pens and pencils.,Closeup of a cup holding scissors and other pens and pencils.
"234    340930
Name: id, dtype: int64",Scissors with orange handles are in a container with pens.,Scissors with orange handles are in a container with pens.
"234    340930
Name: id, dtype: int64",The orange handles of scissors are sticking out of a holder.,The orange handles of scissors are sticking out of a holder.
"234    340930
Name: id, dtype: int64",Some office supplies that have been grouped together.,Some office supplies that have been grouped together.
"234    340930
Name: id, dtype: int64",the scissors sit in a containers with pens and markers,the scissors sit in a containers with pens and markers
"235    11813
Name: id, dtype: int64",A camera sits on a tripod connected to a laptop.,A camera sits on a tripod connected to a laptop.
"235    11813
Name: id, dtype: int64",A camera with a computer is set up on a tripod,A camera with a computer is set up on a tripod
"235    11813
Name: id, dtype: int64",A camera and tripod is shown with a laptop.,A camera and tripod is shown with a laptop.
"235    11813
Name: id, dtype: int64",a tripod sitting next to  a laptop,a tripod sitting next to  a laptop
"235    11813
Name: id, dtype: int64",Camera equipment is set up in a room with vending machines in the background.,Camera equipment is set up in a room with vending machines in the background.
"236    281414
Name: id, dtype: int64",A woman with a book bag sits on a ledge with her cell phone.,A woman with a book bag sits on a ledge with her cell phone.
"236    281414
Name: id, dtype: int64",A beautiful woman sitting on a brick wall.,A beautiful woman sitting on a brick wall.
"236    281414
Name: id, dtype: int64",A girl is sitting on a wall and looking down at her cell phone.,A girl is sitting on a wall and looking down at her cell phone.
"236    281414
Name: id, dtype: int64",A woman sits on a ledge and looks at her phone.,A woman sits on a ledge and looks at her phone.
"236    281414
Name: id, dtype: int64",A girl is sitting on a brick wall using her cell phone.,A girl is sitting on a brick wall using her cell phone.
"237    537991
Name: id, dtype: int64",a woman in a blue top with headphones and two cellphones,a woman in a blue top with headphones and two cellphones
"237    537991
Name: id, dtype: int64",A woman in blue sweater holding two cellphones while wearing headphones.,A woman in blue sweater holding two cellphones while wearing headphones.
"237    537991
Name: id, dtype: int64",A person holding a phone in each hand and wearing a head set in front  of a Christmas tree.,A person holding a phone in each hand and wearing a head set in front  of a Christmas tree.
"237    537991
Name: id, dtype: int64",A woman wearing headphones looking at some electronics.,A woman wearing headphones looking at some electronics.
"237    537991
Name: id, dtype: int64",A woman has headphones on and is holding two cell phones.,A woman has headphones on and is holding two cell phones.
"238    284282
Name: id, dtype: int64",A blender is sitting next to a printer.,A blender is sitting next to a printer.
"238    284282
Name: id, dtype: int64",An old blender and printer sitting on a table.,An old blender and printer sitting on a table.
"238    284282
Name: id, dtype: int64",An old blender is sitting next to a printer.,An old blender is sitting next to a printer.
"238    284282
Name: id, dtype: int64",A blender laying on a table in a room.,A blender laying on a table in a room.
"238    284282
Name: id, dtype: int64",A GREEN TABLE WITH A OLD RUSTY BLENDER AND A PRINTER ,A GREEN TABLE WITH A OLD RUSTY BLENDER AND A PRINTER 
"239    321333
Name: id, dtype: int64",a couple of young kids are sitting together,a couple of young kids are sitting together
"239    321333
Name: id, dtype: int64","A vintage closeup shows a chair with a toddler with a big smile and a big toy bear seated right  next to a second toddler with a semi-smile, holding what appears to be a coin purse.","A vintage closeup shows a chair with a toddler with a big smile and a big toy bear seated right  next to a second toddler with a semi-smile, holding what appears to be a coin purse."
"239    321333
Name: id, dtype: int64",A picture of two young kids posing or a picture.,A picture of two young kids posing or a picture.
"239    321333
Name: id, dtype: int64",A couple of children sitting in front of a blanket.,A couple of children sitting in front of a blanket.
"239    321333
Name: id, dtype: int64",two children one holding a bear and one holding a cell phone,two children two holding a bear and one holding a cell phone
"240    521282
Name: id, dtype: int64",A vase filled with yellow and white flowers.,A vase filled with yellow and white flowers.
"240    521282
Name: id, dtype: int64",Flowers neatly arranged in a clear vase filled with water. ,Flowers neatly arranged in a clear vase filled with water. 
"240    521282
Name: id, dtype: int64",Vase with a handle containing flowers sitting on table. ,Vase with a handle containing flowers sitting on table. 
"240    521282
Name: id, dtype: int64",A close up of a clear vase with flowers.,A close up of a clear vase with flowers.
"240    521282
Name: id, dtype: int64",clear vase filled with white and yellow flowers with water,clear vase filled with white and yellow flowers with water
"241    108026
Name: id, dtype: int64",A man holds a controller and keyboard with his hands,A man holds a controller and keyboard with his hands
"241    108026
Name: id, dtype: int64",A computer user types one handed on a keyboard.,A computer user types one on a keyboard.
"241    108026
Name: id, dtype: int64",Person holding on to a video game remote while using a computer mouse with other hand,Person holding on to a video game remote while using a computer mouse with other hand
"241    108026
Name: id, dtype: int64",A person uses a black computer keyboard on a wooden desk.,A person uses a black computer keyboard on a wooden desk.
"241    108026
Name: id, dtype: int64",A gamer holding a controller and using a keyboard,A gamer holding a controller and using a keyboard
"242    243204
Name: id, dtype: int64",A person is holding a spatula near slices of bread on a stove.,A person is holding a spatula near slices of bread on a stove.
"242    243204
Name: id, dtype: int64",A person bundled in winter clothing and scarf cooking.,A person bundled in winter clothing and scarf cooking.
"242    243204
Name: id, dtype: int64",A man is cooking while wearing a jacket and scarf,A man is cooking while wearing a jacket and scarf
"242    243204
Name: id, dtype: int64",A person that is cooking some food in a kitchen.,A person that's cooking some food in a kitchen.
"242    243204
Name: id, dtype: int64",A person bundled up while frying something on the stove indoors.,A person bundled up while frying something on the stove indoors.
"243    177935
Name: id, dtype: int64",A large white kitchen range with gold towels on the front.,A large white kitchen range with gold towels on the front.
"243    177935
Name: id, dtype: int64",A white double kitchen stove with raised burners.,A white double kitchen stove with raised burners.
"243    177935
Name: id, dtype: int64",A white stove in a very small kitchen.,A white stove in a very small kitchen.
"243    177935
Name: id, dtype: int64",A kitchen has a vintage gas range and yellow walls.,A kitchen has a vintage gas range and yellow walls.
"243    177935
Name: id, dtype: int64",an old fashion double oven cook stove with a griddle ,an old fashion double oven cook stove with a griddle 
"244    38829
Name: id, dtype: int64",A man riding a bicycle with a boy on the back of it.,A man riding a bicycle with a boy on the back of it.
"244    38829
Name: id, dtype: int64",a man on his bike with his friend riding on the back,a man on his bike with his friend riding on the back
"244    38829
Name: id, dtype: int64",Two men ride a big along a busy street.,Two men ride a big along a busy street.
"244    38829
Name: id, dtype: int64",Two boys riding on a single bicycle on a city street ,Two boys riding on a single bicycle on a city street 
"244    38829
Name: id, dtype: int64",Two men are on a bicycle and a third is on a scooter.,Two men are on a bicycle and a third is on a scooter.
"245    397327
Name: id, dtype: int64",A white bathroom is shown with a blue towel.,A white bathroom is shown with a blue towel.
"245    397327
Name: id, dtype: int64",a sink and a toilet that is in a small bathroom,a sink and a toilet that's in a small bathroom
"245    397327
Name: id, dtype: int64",a toilet a cabinet a sink and a towel and toilet paper,a toilet a cabinet a sink and a towel and toilet paper
"245    397327
Name: id, dtype: int64",A white toilet sitting next to a bathroom sink.,A white toilet sitting next to a bathroom sink.
"245    397327
Name: id, dtype: int64",The bathroom has very white appliances in it.,The bathroom has very white appliances in it.
"246    501523
Name: id, dtype: int64",A black cat is sitting in a bathroom sink.,A black cat is sitting in a bathroom sink.
"246    501523
Name: id, dtype: int64",A cat laying down in a bathroom sink. ,A cat laying down in a bathroom sink. 
"246    501523
Name: id, dtype: int64",A black cat sits in a white bathroom sink.,A black cat sits in a white bathroom sink.
"246    501523
Name: id, dtype: int64",A black cat that is sitting in a sink.,A black cat that's sitting in a sink.
