image_id,original,modified
"1606    532855
Name: id, dtype: int64",A young man doing an axle grind on a piece of pipe in a park.,A young man doing an axle on a piece of pipe in a park.
"1606    532855
Name: id, dtype: int64",A boy on a skateboard rail on a skateboard ,A boy on a skateboard rail on skateboard 
"1607    38210
Name: id, dtype: int64",a skier is prepared to go down a mountain.,skier is prepared to go down a mountain.
"1607    38210
Name: id, dtype: int64",A man skiing in the snow with large pine trees.,man skiing in the snow with large pine trees.
"1607    38210
Name: id, dtype: int64",A man in a racing bib in his skis and a beanie. ,A man in a racing bib in his skis a beanie. 
"1607    38210
Name: id, dtype: int64",a man on skis goes through the snow ,a on skis goes through the snow 
"1607    38210
Name: id, dtype: int64",A man on skis riding through a snowy trail.,A man skis riding through a snowy trail.
"1608    563349
Name: id, dtype: int64",A person on a board holding a para sail rope over a snow field.,A person on a board holding a para sail rope a snow field.
"1608    563349
Name: id, dtype: int64",a person using a parachute with a wake board,person using a parachute with a wake board
"1608    563349
Name: id, dtype: int64",A person up in the air on a snowboard.,A person up in air on a snowboard.
"1608    563349
Name: id, dtype: int64",A person that is jumping in the sky on a snowboard.,A person is jumping in the sky on a snowboard.
"1608    563349
Name: id, dtype: int64",A snowboarder is flying in the air over snow.,A is flying in the air over snow.
"1609    311950
Name: id, dtype: int64",A hot dog on a bun covered in ketchup and mustard.,A hot dog on a bun covered in ketchup and.
"1609    311950
Name: id, dtype: int64",The hotdog is drizzled with yellow mustard and ketchup,hotdog is drizzled with yellow mustard and ketchup
"1609    311950
Name: id, dtype: int64",A hot dog with condiments and confetti all around,hot dog with condiments and confetti all around
"1609    311950
Name: id, dtype: int64",A hot dog sitting on a table covered in confetti.,hot dog sitting on a table covered in confetti.
"1609    311950
Name: id, dtype: int64",A hot dog with mustard and catchup on it,A dog with mustard and catchup on it
"1610    10583
Name: id, dtype: int64",a plate of meat topped with potatoes veggies and gravy,a of meat topped with potatoes veggies and gravy
"1610    10583
Name: id, dtype: int64",A white plate with a pile of food on it.,white plate with a pile of food on it.
"1610    10583
Name: id, dtype: int64",A large pile of food on a plate with knife.,A large pile of food on a plate knife.
"1610    10583
Name: id, dtype: int64",A white plate sitting on a table filled with food. ,white plate sitting on a table filled with food. 
"1610    10583
Name: id, dtype: int64",Plate of food with gravy on mesh table with knife,Plate of food with gravy on mesh table with 
"1611    250901
Name: id, dtype: int64",A group of people getting their food from a bag.,A group people getting their food from a bag.
"1611    250901
Name: id, dtype: int64",a couple of  people surround a sandwich and a wrap from publix,a couple of  people surround a sandwich and wrap from publix
"1611    250901
Name: id, dtype: int64",A couple of sandwiches that are on a paper napkin.,A of sandwiches that are on a paper napkin.
"1611    250901
Name: id, dtype: int64",A sandwich that has a lot of lettuce on it.,A sandwich that has a lot of on it.
"1611    250901
Name: id, dtype: int64",Three people opening a wrapped sandwich out on the grass.,Three people opening a wrapped sandwich out on the.
"1612    74457
Name: id, dtype: int64",A  man standing on a beach while holding a white surfboard.,A  man standing on a while holding a white surfboard.
"1612    74457
Name: id, dtype: int64",A man holding a surfboard on a beach with a pier in the background.,A man holding a surfboard on a beach with a pier in the.
"1612    74457
Name: id, dtype: int64",a man standing at the beach with a surfboard and a paddle ,a man standing at the beach with surfboard and a paddle 
"1612    74457
Name: id, dtype: int64",Single paddle boarder walking on the shore of a beach.,paddle boarder walking on the shore of a beach.
"1612    74457
Name: id, dtype: int64","A person walks on the beach, carrying a surf board.","A person walks on beach, carrying a surf board."
"1613    190007
Name: id, dtype: int64",this is man riding a wave on a board,this is man riding wave on a board
"1613    190007
Name: id, dtype: int64",A man in a black suit surfing a large wave,A man in a black surfing a large wave
"1613    190007
Name: id, dtype: int64",Man on surfboard riding large breaking wave at ocean.,Man on surfboard riding breaking wave at ocean.
"1613    190007
Name: id, dtype: int64",a man on surf board riding a wave over his head,a man on surf board riding a wave his head
"1613    190007
Name: id, dtype: int64",A man that is on a surfboard in the water.,A man that is on a in the water.
"1614    177357
Name: id, dtype: int64",A surfer in the ocean trying not to wipeout.,A surfer in the ocean trying to wipeout.
"1614    177357
Name: id, dtype: int64",a man is riding on a surfboard at the beach,a man is riding on a surfboard at beach
"1614    177357
Name: id, dtype: int64",A man in a wet suit riding a surfboard on a wave.,A man in a wet suit a surfboard on a wave.
"1614    177357
Name: id, dtype: int64",a man riding on top of a wave with a surfboard,a riding on top of a wave with a surfboard
"1614    177357
Name: id, dtype: int64",this is a man riding a board in the water,this is a man riding board in the water
"1615    185292
Name: id, dtype: int64",A man riding a wave on top of a surfboard.,A man riding a wave on of a surfboard.
"1615    185292
Name: id, dtype: int64",a person is on a surfboard in the water,a person is on surfboard in the water
"1615    185292
Name: id, dtype: int64",A person riding a surfboard in the water.,person riding a surfboard in the water.
"1615    185292
Name: id, dtype: int64",A surfer looks tiny while surfing in the ocean.,A surfer looks tiny while surfing in the.
"1615    185292
Name: id, dtype: int64",a person riding a surf board on a body of water ,a person riding surf board on a body of water 
"1616    493864
Name: id, dtype: int64",A man standing on a wet beach holding a blue board.,A man standing on a wet beach holding blue board.
"1616    493864
Name: id, dtype: int64",A smiling surfer standing on the beach with his board,A smiling surfer standing on beach with his board
"1616    493864
Name: id, dtype: int64",A man in a wet suit holding a surf board with another person in the back ground near the ocean holding a surf board also.,A man in a suit holding a board with another person in the back ground near the ocean holding a surf board also.
"1616    493864
Name: id, dtype: int64",a man holding onto a surfboard while standing on the beach ,a man holding onto a surfboard while on the beach 
"1616    493864
Name: id, dtype: int64",A man in a wetsuit carries a surfboard on the beach.,A man in a wetsuit carries a surfboard on beach.
"1617    102820
Name: id, dtype: int64",Young girls sitting on wooden decking with decorated cake.,Young girls sitting on wooden decking with decorated.
"1617    102820
Name: id, dtype: int64",A young child that is sitting by a red cake.,A young child that is sitting by a cake.
"1617    102820
Name: id, dtype: int64",A child with a red spider man cake.,A child with a red man cake.
"1617    102820
Name: id, dtype: int64",A boy sitting cross legged on a porch with a cake in front of him.,A boy sitting cross on a porch with a cake in front of him.
"1617    102820
Name: id, dtype: int64",A child sitting cross legged in front of a birthday cake.,A sitting cross legged in front of a birthday cake.
"1618    51976
Name: id, dtype: int64",A man on a surfboard riding a wave in the ocean.,A on a surfboard riding a wave in the ocean.
"1618    51976
Name: id, dtype: int64",A man riding a wave on top of a surfboard.,A man riding a wave on top a surfboard.
"1618    51976
Name: id, dtype: int64",A person on a surf board riding a wave.,A on a surf board riding a wave.
"1618    51976
Name: id, dtype: int64","A person surfing a wave  on the ocean 
","A person surfing a wave  on ocean 
"
"1618    51976
Name: id, dtype: int64",A person that is standing on a surfboard in the water.,A person that standing on a surfboard in the water.
"1619    381360
Name: id, dtype: int64",A man is surfing a big wave towards shore.,A man is a big wave towards shore.
"1619    381360
Name: id, dtype: int64",A surfer steadies his move through the waves.,surfer steadies his move through the waves.
"1619    381360
Name: id, dtype: int64",A man surfing on the ways in the sea.,A man on the ways in the sea.
"1619    381360
Name: id, dtype: int64",A young surf boarder is taking a small wave.,A young surf boarder is taking a small.
"1619    381360
Name: id, dtype: int64","A man on a surfboard, surfing in the ocean.","A man on a surfboard, in the ocean."
"1620    304812
Name: id, dtype: int64",A person walking across a beach next to the ocean.,A person walking across a beach next the ocean.
"1620    304812
Name: id, dtype: int64",The surfer is getting out of the water because the sun is setting. ,The surfer is getting out of the water because the sun setting. 
"1620    304812
Name: id, dtype: int64",The sun shining down on a surfer on the beach.,The sun shining down on a surfer the beach.
"1620    304812
Name: id, dtype: int64",a sunset at the beach during a cloudy day,a sunset at the during a cloudy day
"1620    304812
Name: id, dtype: int64",A person carrying a surfboard on the beach at sunset.,A person carrying a surfboard the beach at sunset.
"1621    333237
Name: id, dtype: int64",There is a room with rose wallpaper and a large bed.,There is a room with rose and a large bed.
"1621    333237
Name: id, dtype: int64","A bedroom with dresser, desk, and bed in it.","A bedroom with dresser, desk, and bed it."
"1621    333237
Name: id, dtype: int64",A scanned photograph from a newspaper in Iowa. ,A scanned photograph a newspaper in Iowa. 
"1621    333237
Name: id, dtype: int64",A black and white photo of a bedroom.,A black and white of a bedroom.
"1621    333237
Name: id, dtype: int64","A bedroom with a bed, a dresser, a desk, a mirror, and decorated walls.","A bedroom with a bed, a dresser, a desk, mirror, and decorated walls."
"1622    74733
Name: id, dtype: int64",two flatbread pieces covered with different ingredients in between a flight of beers,two pieces covered with different ingredients in between a flight of beers
"1622    74733
Name: id, dtype: int64",A table topped with three mugs of beer and two pizza's.,A table with three mugs of beer and two pizza's.
"1622    74733
Name: id, dtype: int64",Two small flat breads with beer samplers on each side.,small flat breads with beer samplers on each side.
"1622    74733
Name: id, dtype: int64",A wooden table holding multiple beers and a plate of food with pizza on it.,wooden table holding multiple beers and a plate of food with pizza on it.
"1622    74733
Name: id, dtype: int64",A view of a bunch of pizzas sitting on a table.,A view of a bunch of sitting on a table.
"1623    258883
Name: id, dtype: int64",Someone is working on grilling some food on a grill.,Someone is working on grilling some on a grill.
"1623    258883
Name: id, dtype: int64",A person cooking some food on a grill.,A person cooking some food a grill.
"1623    258883
Name: id, dtype: int64",Pitas on a grill get topped with vegetables.,Pitas on a grill get topped vegetables.
"1623    258883
Name: id, dtype: int64",Pizzas are cooking on the small grill outside.,Pizzas are cooking the small grill outside.
"1623    258883
Name: id, dtype: int64",Several pieces of bread sitting on a grill with a person putting vegetables on top of them.,Several pieces of bread sitting on a grill with a person putting vegetables on top of.
"1624    55950
Name: id, dtype: int64",a man is playing tennis and is going to return the ball,a man is playing tennis and is going to the ball
"1624    55950
Name: id, dtype: int64",a man playing tennis on a tennis court,a man playing on a tennis court
"1624    55950
Name: id, dtype: int64",A man at the net makes a forehand volley in a tennis match.,A man at the net makes a forehand in a tennis match.
"1624    55950
Name: id, dtype: int64",A young man playing tennis and preparing to hit the ball.,A young man playing tennis and preparing to hit the.
"1624    55950
Name: id, dtype: int64",a man is on a court with a tennis racket,a man on a court with a tennis racket
"1625    175251
Name: id, dtype: int64",A toddler in the bathroom brushing his teeth,A toddler the bathroom brushing his teeth
"1625    175251
Name: id, dtype: int64",a young boy brushing his teeth in the bathroom.,a boy brushing his teeth in the bathroom.
"1625    175251
Name: id, dtype: int64",A little boy that has a toothbrush in his mouth.,A little boy that has a in his mouth.
"1625    175251
Name: id, dtype: int64","A young child with no shirt on, in a bathroom and brushing their teeth with a green colored toothbrush.","A child with no shirt on, in a bathroom and brushing their teeth with a green colored toothbrush."
"1625    175251
Name: id, dtype: int64",A young child brushing his teeth in the bathroom.,young child brushing his teeth in the bathroom.
"1626    467176
Name: id, dtype: int64",A group of friends playing a motion controlled video game,A group of friends playing a controlled video game
"1626    467176
Name: id, dtype: int64",A group of people are gathered around at television playing WII.,A group of people are gathered around television playing WII.
"1626    467176
Name: id, dtype: int64",A group of friends play a game on the Nintendo Wii.,A group of friends play game on the Nintendo Wii.
"1626    467176
Name: id, dtype: int64",The friends are playing a game together in a living room.,The friends are playing a game in a living room.
"1626    467176
Name: id, dtype: int64",A group of people playing tennis on a video game with a large television on.,A group of people playing tennis on a video game a large television on.
"1627    368212
Name: id, dtype: int64",Baby brushing teeth while sitting on a toilet.,Baby brushing while sitting on a toilet.
"1627    368212
Name: id, dtype: int64",Young toddler sitting on toilet bowl brushing teeth.,Young toddler sitting toilet bowl brushing teeth.
"1627    368212
Name: id, dtype: int64",A young boy sittingon a toilette seat in a bathroom.,A young boy sittingon a toilette seat a bathroom.
"1627    368212
Name: id, dtype: int64",A toddler sits on a toilet while brushing his teeth.,A toddler sits a toilet while brushing his teeth.
"1627    368212
Name: id, dtype: int64",A toddler with a toothbrush sitting on top of the lid of a toilet.,A toddler with a toothbrush sitting on top of the lid a toilet.
"1628    190637
Name: id, dtype: int64",a small child laying in bed playing nintendo wii,a small child laying in bed nintendo wii
"1628    190637
Name: id, dtype: int64",A small child lounges with a remote in his hand.,A small child lounges with remote in his hand.
"1628    190637
Name: id, dtype: int64",an asian baby laying down and playing wii,an baby laying down and playing wii
"1628    190637
Name: id, dtype: int64",A little boy laying down holding a wii remote.,little boy laying down holding a wii remote.
"1628    190637
Name: id, dtype: int64",A young boy laying in bed holding Nintendo Wii controllers.,A young boy laying in bed holding Nintendo Wii.
"1629    300341
Name: id, dtype: int64",Two college age boys playing Wii while others look on ,Two college age boys playing while others look on 
"1629    300341
Name: id, dtype: int64",The two men are playing video games while others watch,The two men are video games while others watch
"1629    300341
Name: id, dtype: int64",A couple of people standing in a room with some remotes.,A couple of people standing in a room some remotes.
"1629    300341
Name: id, dtype: int64",Two friends are playing each other on the wii.,Two friends are playing each other on the.
"1629    300341
Name: id, dtype: int64",Two men play the Nintendo Wii console while others watch,men play the Nintendo Wii console while others watch
"1630    445792
Name: id, dtype: int64",there is a woman sitting on a couch playing a video game,there is a woman sitting on a couch playing a game
"1630    445792
Name: id, dtype: int64",A young woman is playing a video game on a couch.,A young woman is playing a game on a couch.
"1630    445792
Name: id, dtype: int64",A woman playing a video game while sitting on a couch. ,A woman a video game while sitting on a couch. 
"1630    445792
Name: id, dtype: int64",A women sitting down on a couch playing the wii . ,A women sitting down a couch playing the wii . 
"1630    445792
Name: id, dtype: int64",A woman that is sitting on a couch holding a remote.,A woman that is sitting on a couch holding remote.
"1631    239318
Name: id, dtype: int64",A laptop computer sitting on top of a wooden desk.,A laptop computer sitting top of a wooden desk.
"1631    239318
Name: id, dtype: int64",a laptop on a desk with an extra keyboard,a laptop on a desk with extra keyboard
"1631    239318
Name: id, dtype: int64",a lap top that is sitting on a table,a lap top that sitting on a table
"1631    239318
Name: id, dtype: int64",a laptop computer with a keyboard set upon it,a laptop computer with a set upon it
"1631    239318
Name: id, dtype: int64",A laptop computer with a laptop keyboard on top of it.,A laptop computer a laptop keyboard on top of it.
"1632    47769
Name: id, dtype: int64",a black table and stools sitting next to two windows with shutters,a black table and sitting next to two windows with shutters
"1632    47769
Name: id, dtype: int64",A small living room with furniture and two windows.,A small living with furniture and two windows.
"1632    47769
Name: id, dtype: int64",A small living room with seating and a television.,A small living with seating and a television.
"1632    47769
Name: id, dtype: int64","The small room has a couch, a television, and a table with two stools.","The small room has a couch, a television, and a with two stools."
"1632    47769
Name: id, dtype: int64",A small bar table and stools set up in the corner of a living room by windows,A small bar table and stools set up in the corner of a living room windows
"1633    1503
Name: id, dtype: int64",A computer on a desk next to a laptop.,A computer on a desk next to a.
"1633    1503
Name: id, dtype: int64",A picture of an iMac desktop next to a Mac laptop on a desk. ,A picture of an iMac desktop next to a Mac laptop a desk. 
"1633    1503
Name: id, dtype: int64",Two apple computers are on a white desk,Two apple computers are on a white 
"1633    1503
Name: id, dtype: int64",A laptop and desktop computer on a white desk,laptop and desktop computer on a white desk
"1633    1503
Name: id, dtype: int64",A computer desk with several pieces of computer equipment.,computer desk with several pieces of computer equipment.
"1634    284743
Name: id, dtype: int64",A group of people staring at a woman holding a bat.,A group of people staring at a woman holding bat.
"1634    284743
Name: id, dtype: int64",A girl being photographed holding a baseball bat.,A girl being photographed a baseball bat.
"1634    284743
Name: id, dtype: int64",a close up of a person holding a bat in the dark,a close of a person holding a bat in the dark
"1634    284743
Name: id, dtype: int64",a woman being photographed holding a baseball bat,a woman being photographed holding a bat
"1634    284743
Name: id, dtype: int64",A woman holding a baseball bat having her photo taken,A holding a baseball bat having her photo taken
"1635    65798
Name: id, dtype: int64",A baseball team playing a baseball game in front of a crowd.,A baseball team a baseball game in front of a crowd.
"1635    65798
Name: id, dtype: int64","The batter stands at the plate ready to swing, as the players stand ready in the outfield.","The batter at the plate ready to swing, as the players stand ready in the outfield."
"1635    65798
Name: id, dtype: int64",A baseball game with a bunch of people in the stands. ,A baseball game with bunch of people in the stands. 
"1635    65798
Name: id, dtype: int64",baseball players getting paid to play a game,baseball getting paid to play a game
"1635    65798
Name: id, dtype: int64",A baseball player preparing to bat during a game.,A baseball player preparing to during a game.
"1636    312192
Name: id, dtype: int64",A plate filled with food sitting on a table next to a drink.,plate filled with food sitting on a table next to a drink.
"1636    312192
Name: id, dtype: int64","A plate with pizza, lettuce and ham sit on a plate white we see hands holding silverware and a bottle of wine with glasses.","plate with pizza, and ham sit on a plate white we see hands holding silverware and a bottle of wine with glasses."
"1636    312192
Name: id, dtype: int64",A pizza with lots of greens and meat is sitting on the table.,A pizza with of greens and meat is sitting on the table.
"1636    312192
Name: id, dtype: int64",A white plate of food on a table.,A plate of food on a table.
"1636    312192
Name: id, dtype: int64",A table with a plate that has a pizza on it along with fresh vegetable and meat toppings.,A table with a plate that has a pizza on it along with fresh vegetable and toppings.
"1637    154705
Name: id, dtype: int64",A few different computers are placed on the desk. ,A few different computers are placed on the. 
"1637    154705
Name: id, dtype: int64", A couple of computers that are sitting on a desk., couple of computers that are sitting on a desk.
"1637    154705
Name: id, dtype: int64","A small office with a laptop, computer, and a printer.","A small office with a laptop,, and a printer."
"1637    154705
Name: id, dtype: int64","a large computer set up with a desktop computer, laptop, and printer.","a large computer set up with a computer, laptop, and printer."
"1637    154705
Name: id, dtype: int64",A computer sitting on top of a white table with another computer.,A computer sitting top of a white table with another computer.
"1638    192904
Name: id, dtype: int64",The tray on the bed has a pastry and two mugs on it.,The tray on the bed has pastry and two mugs on it.
"1638    192904
Name: id, dtype: int64",A tray with coffee and a pastry on it.,A tray with coffee and a pastry it.
"1638    192904
Name: id, dtype: int64",A tray is full of breakfast foods and drinks on a bed.,A tray is full of breakfast foods drinks on a bed.
"1638    192904
Name: id, dtype: int64",coffee cream and a croissant on a tray,coffee and a croissant on a tray
"1638    192904
Name: id, dtype: int64",A tray on a bed with food and drink.,A tray on a with food and drink.
"1639    132375
Name: id, dtype: int64",a glass vase with three pink flowers and a drink,a vase with three pink flowers and a drink
"1639    132375
Name: id, dtype: int64",A vase filled with pink flowers on top of a table.,A vase filled with pink on top of a table.
"1639    132375
Name: id, dtype: int64",A drink in a mason jar sitting beside a vase of pink flowers.,A drink in a mason jar sitting beside a vase pink flowers.
"1639    132375
Name: id, dtype: int64",The small vase on the table is holding three flowers.,The small vase on the table is three flowers.
"1639    132375
Name: id, dtype: int64",a vase with a flower and a jar full of juice,a vase with a flower a jar full of juice
"1640    384661
Name: id, dtype: int64","An oven with a stove, pots and utensils, and a refrigerator next to it.","An oven with a stove, pots and utensils, and a refrigerator next it."
"1640    384661
Name: id, dtype: int64",The kitchen is clean and organized ready for us to use. ,The is clean and organized ready for us to use. 
"1640    384661
Name: id, dtype: int64",a silver oven sits next to other appliances ,a oven sits next to other appliances 
"1640    384661
Name: id, dtype: int64",a stainless steel stove and oven with a shelf beside it,a stainless steel stove and oven with a beside it
"1640    384661
Name: id, dtype: int64",A silver oven that is next to some silver shelves. ,A silver oven that is to some silver shelves. 
"1641    341828
Name: id, dtype: int64",a man talking on a cellphone sitting at a table.,man talking on a cellphone sitting at a table.
"1641    341828
Name: id, dtype: int64",A man holds phone up to his ear while eating.,A man phone up to his ear while eating.
"1641    341828
Name: id, dtype: int64","A black and white photo of a man on a cell phone.
","A black and white photo of a man on cell phone.
"
"1641    341828
Name: id, dtype: int64",Dark haired man with a mustache talking on the phone and eating.,Dark haired man with a mustache talking the phone and eating.
"1641    341828
Name: id, dtype: int64",A MAN IS EATING A TALKING ON THE PHONE ,A MAN IS EATING A TALKING ON THE 
"1642    282296
Name: id, dtype: int64","Old refrigerator in dark, messy store room with tiled floor.","refrigerator in dark, messy store room with tiled floor."
"1642    282296
Name: id, dtype: int64",An old refrigerator stands against a wood-panelled wall,An old stands against a wood-panelled wall
"1642    282296
Name: id, dtype: int64",An old refrigerator sitting in a room ,An old sitting in a room 
"1642    282296
Name: id, dtype: int64",a kitchen with a refrigerator near a pair of shoes,a kitchen with refrigerator near a pair of shoes
"1642    282296
Name: id, dtype: int64",A fridge stands in the corner of a room. ,A fridge in the corner of a room. 
"1643    322959
Name: id, dtype: int64",Bread and fruit are on a table with a knife and fork.,Bread and fruit are on a table a knife and fork.
"1643    322959
Name: id, dtype: int64","Some bread, ham, fruit, jam, and a glass of orange juice","Some bread, ham, fruit, jam, a glass of orange juice"
"1643    322959
Name: id, dtype: int64",An assortment of meats and cheeses with bread.,An assortment of meats and cheeses bread.
"1643    322959
Name: id, dtype: int64",A variety of different types of food on a table.,A variety different types of food on a table.
"1643    322959
Name: id, dtype: int64","A selection of breads, meat, spreads, and cheeses. ","A selection of breads,, spreads, and cheeses. "
"1644    546976
Name: id, dtype: int64",A man riding on the back of a motorcycle.,A man on the back of a motorcycle.
"1644    546976
Name: id, dtype: int64",a man on a motorcycle indoors attempts to lick the windshield ,a man on a motorcycle indoors attempts to the windshield 
"1644    546976
Name: id, dtype: int64",A man sticks out his tongue while sitting on a motorcycle.,A sticks out his tongue while sitting on a motorcycle.
"1644    546976
Name: id, dtype: int64",A man riding a scooter in the kitchen of a home. ,A man riding a in the kitchen of a home. 
"1644    546976
Name: id, dtype: int64",Man making funny gesture with tongue while sitting on motorcycle.,Man making funny gesture tongue while sitting on motorcycle.
"1645    52996
Name: id, dtype: int64",A group of women in military outfits helping other women in a kitchen.,A group of women in military helping other women in a kitchen.
"1645    52996
Name: id, dtype: int64",Two woman soldiers talking to other women in a kitchen,Two woman soldiers talking to other women a kitchen
"1645    52996
Name: id, dtype: int64",female soldiers helping out citizens in the kitchen,soldiers helping out citizens in the kitchen
"1645    52996
Name: id, dtype: int64",A group of people standing in a kitchen.,A group of people standing in kitchen.
"1645    52996
Name: id, dtype: int64",Some people are in a kitchen with a big pot on the stove.,Some people are in a kitchen with a big pot the stove.
"1646    522007
Name: id, dtype: int64","The view of a kitchen's microwave, oven, and cabinets.","The view of a kitchen's microwave, oven, and."
"1646    522007
Name: id, dtype: int64",A very small kitchen with small white appliances.,A small kitchen with small white appliances.
"1646    522007
Name: id, dtype: int64",A compact kitchen with white appliances and shelving units for storage.,A compact kitchen with white appliances and units for storage.
"1646    522007
Name: id, dtype: int64",The corner of a kitchen with a hanging plant.,The corner a kitchen with a hanging plant.
"1646    522007
Name: id, dtype: int64",The kitchen has a small stove in it. ,The has a small stove in it. 
"1647    423123
Name: id, dtype: int64",A woman bending over and looking inside of a mini fridge.,A woman bending over and looking inside of a mini.
"1647    423123
Name: id, dtype: int64",A young oerson is raiding a small fridge in their room.,A young is raiding a small fridge in their room.
"1647    423123
Name: id, dtype: int64",two people bent over to look into a little fridge,two people bent over to look a little fridge
"1647    423123
Name: id, dtype: int64",Two people point at what's in a mini fridge. ,Two people point at what's a mini fridge. 
"1647    423123
Name: id, dtype: int64",A woman is bent over next to a small refrigerator.,A woman is bent over to a small refrigerator.
"1648    570736
Name: id, dtype: int64",A view of a bathroom that is clean.,A view of a that is clean.
"1648    570736
Name: id, dtype: int64","A bathroom with a vanity, toilet and shower.","A bathroom with a vanity, toilet and."
"1648    570736
Name: id, dtype: int64",The bathroom features a vanity sink and tub/shower combination.,The bathroom features a vanity sink and/shower combination.
"1648    570736
Name: id, dtype: int64",A small bathroom is featured in this photo.,small bathroom is featured in this photo.
"1648    570736
Name: id, dtype: int64","a cream themed bathroom with a toilet, sink with mirror, and shower","a cream themed bathroom with a toilet, sink with mirror, and "
"1649    45596
Name: id, dtype: int64",A view A large metal structure near the side of a building,A view A large metal structure near the side of building
"1649    45596
Name: id, dtype: int64",The view from a window of an enclosed staircase open to the air. ,The view from a window of an enclosed staircase open the air. 
"1649    45596
Name: id, dtype: int64",a bunch of parked bikes sit between two buildings ,a bunch of parked bikes sit two buildings 
"1649    45596
Name: id, dtype: int64",The passage between the modern buildings is used by bicycle riders.,The passage between the modern is used by bicycle riders.
"1649    45596
Name: id, dtype: int64",A caged stairway beside a building on a rainy day.,A caged stairway beside a building a rainy day.
"1650    232649
Name: id, dtype: int64",A bathroom has the blue toilet seat off.,A bathroom the blue toilet seat off.
"1650    232649
Name: id, dtype: int64",A blue toilet sitting next to a bathroom sink in a bathroom.,A blue sitting next to a bathroom sink in a bathroom.
"1650    232649
Name: id, dtype: int64",A woman is taking a photo of herself in the mirror of a bathroom.,A woman is taking a photo of herself the mirror of a bathroom.
"1650    232649
Name: id, dtype: int64",A young Asian women takes a picture of a bathroom.,A young Asian takes a picture of a bathroom.
"1650    232649
Name: id, dtype: int64",a woman taking a picture in a bathroom mirror and a toilet and sink,a woman taking a picture in a bathroom mirror and a toilet and 
"1651    70774
Name: id, dtype: int64",Small motorcycle with several bicycles tied to the back of it. ,Small motorcycle with several bicycles tied to back of it. 
"1651    70774
Name: id, dtype: int64",black and white photo of a scooter carrying numerous bikes,black and white photo a scooter carrying numerous bikes
"1651    70774
Name: id, dtype: int64",A motorcycle parked outside of a building with bird cages.,A motorcycle parked outside a building with bird cages.
"1651    70774
Name: id, dtype: int64","A motorbike parked, with several bicycles stacked on on the back of it.","A motorbike parked, with several stacked on on the back of it."
"1651    70774
Name: id, dtype: int64",A motorcycle is sitting outside near some plants.,A motorcycle is sitting outside some plants.
"1652    172330
Name: id, dtype: int64",A cat in between two cars in a parking lot.,A cat between two cars in a parking lot.
"1652    172330
Name: id, dtype: int64",A cat stands between two parked cars on a grassy sidewalk. ,A cat stands between two parked cars a grassy sidewalk. 
"1652    172330
Name: id, dtype: int64",A cat at attention between two parked cars.,A cat at attention two parked cars.
"1652    172330
Name: id, dtype: int64",A grey and white cat watches from between parked cars.,A grey and white cat watches from parked cars.
"1652    172330
Name: id, dtype: int64",A grey and white cat standing in the grass in a parking lot. ,A grey and white cat standing in grass in a parking lot. 
"1653    123585
Name: id, dtype: int64",a few birds eating stuff off the ground,a few birds eating stuff off ground
"1653    123585
Name: id, dtype: int64",A pigeon with it's head inside of a donut.,pigeon with it's head inside of a donut.
"1653    123585
Name: id, dtype: int64",A pigeon outside with his head in a piece of bread. ,A pigeon outside with his head in a piece of. 
"1653    123585
Name: id, dtype: int64",a pigeon eating out of a bread bowl. ,a pigeon eating out a bread bowl. 
"1653    123585
Name: id, dtype: int64",A bird is eating bread on the pavement.,A bird is eating bread on the.
"1654    455981
Name: id, dtype: int64",A white toilet that does not have it's seat down.,A white toilet that does not have seat down.
"1654    455981
Name: id, dtype: int64",A toilet sits in a small bathroom with a tile floor.,A toilet sits a small bathroom with a tile floor.
"1654    455981
Name: id, dtype: int64",A toilet with some toilet paper and a plunger,A toilet with some paper and a plunger
"1654    455981
Name: id, dtype: int64",A white toilet bowl with the lid up and seat down.,A white toilet bowl with the lid up and seat.
"1654    455981
Name: id, dtype: int64",a close up of a toilet with its lid open,close up of a toilet with its lid open
"1655    193926
Name: id, dtype: int64",A series of photos showing a banana holder.,A series of showing a banana holder.
"1655    193926
Name: id, dtype: int64",A compilation photo demonstrating how to use a banana storage container.,A compilation photo demonstrating how to use a banana container.
"1655    193926
Name: id, dtype: int64",Four different photos of bananas and banana holders.,Four different photos of bananas and banana.
"1655    193926
Name: id, dtype: int64",multiple shots of a banana and a banana guard,multiple shots a banana and a banana guard
"1655    193926
Name: id, dtype: int64",The various pictures are featuring bananas and holders.,various pictures are featuring bananas and holders.
"1656    192699
Name: id, dtype: int64",Two people stand near a bike wearing helmets.,Two people near a bike wearing helmets.
"1656    192699
Name: id, dtype: int64",Two people in BMX gear in a redwood forest,Two people in BMX gear in a forest
"1656    192699
Name: id, dtype: int64",Two people wearing helmets while riding their motorcycles.,Two people wearing helmets while riding their.
"1656    192699
Name: id, dtype: int64",People are wearing helmets standing next to bikes in the woods.,People are wearing standing next to bikes in the woods.
"1656    192699
Name: id, dtype: int64",Two people wearing helmets riding motor bikes in the woods.,Two people wearing helmets riding bikes in the woods.
"1657    560312
Name: id, dtype: int64",A run down waiting room at a transit station.,A run down waiting room a transit station.
"1657    560312
Name: id, dtype: int64",The inside of a warehouse building with brown couches,The inside of warehouse building with brown couches
"1657    560312
Name: id, dtype: int64",An indoor station has a television on the wall.,An indoor station has a television on the.
